,Tweet,Suicide,clean_text
443,I need a job that revolves around promoting  mental health but I think itâs so grimy to make money off of that ð¤·ââï¸â¦ https://t.co/h9QSTVZxxf,Potential Suicide post ,need job revolves around promoting mental health think itâ grimy make money ð â â ï â
444,these thoughts about killing myself her getting louder,Potential Suicide post ,thoughts killing getting louder
445,I don't know what to do. I'm trying so hard to make a life work. To live life. My husband literally refuses to takeâ¦ https://t.co/3m3ULoIJ1b,Potential Suicide post ,know trying hard make life work live life husband literally refuses takeâ
446,"@_zannahthatsme,Kota Kinabalu & Johor Bahru,RT @Tendrx: honestly, the pain, i dont want to be here anymore.",Potential Suicide post ,kota kinabalu johor bahru rt honestly pain dont want anymore
447,RT @breathiingo: i wanna die. i donât deserve a piece of anything. i donât belong anywhere. iâm sick and tired of everything. the same peopâ¦,Potential Suicide post ,rt wanna die donâ deserve piece anything donâ belong anywhere iâ sick tired everything peopâ
448,@AnitaHarrell19 @PeterParros I agree with everything except Benny. I'm tired of him. His character is boring and needs to die. IJS ð,Potential Suicide post ,agree everything except benny tired character boring needs die ijs ð
449,@timelkington dont do it Tim - he will be in your dreams at nite but only if u spend over Ã¯Â¿Â½300 and use the 15% discount he sent last week,Not Suicide post,dont tim dreams nite u spend ã â â½300 use 15 discount sent last week
450,@VrouwHolle aww I am proud to be your first reply and that I have taken over your updates haha,Not Suicide post,aww proud first reply taken updates haha
451,is loving the sun but is upset she cant make the picnic thurs,Not Suicide post,loving sun upset cant make picnic thurs
452,Happy birthday @paul_lander!,Not Suicide post,happy birthday
453,please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Potential Suicide post ,please somebody come fucking kill im love
454,I'm tired of living in a world,Potential Suicide post ,tired living world
455,"RT @shelbypie24: I saw a quote on Pinterest that said, âWhen I stand before God at the end of my life, I hope that I donât have a single biâ¦",Potential Suicide post ,rt saw quote pinterest said â stand god end life hope donâ single biâ
456,@balsamicth I couldn't hit you up? I hate it when this happens. I hate myself when i do it. Yet i do it constantly.â¦ https://t.co/WZwSi1OKCm,Potential Suicide post ,hit hate happens hate yet constantly â
457,http://twitpic.com/2ydri - Im so loving my great workspace,Not Suicide post,im loving great workspace
458,@Jeicky_the_cat @skwi69 Thanks,Not Suicide post,thanks
459,@ddlovato here are 15:55 GOOD MORNING!,Not Suicide post,15 55 good morning
460,i m not safe with myself i have been suicidal for a while now i have made 4 attempts this year and yet nobody seems to get it i honestly cant say if i am going to kill myself today i keep breaking down crying and i dont know why i hate myself ,Potential Suicide post ,safe suicidal made 4 attempts year yet nobody seems get honestly cant say going kill today keep breaking crying dont know hate
461,"Iâm so much happier &amp; better off without you weak , fake lames ð leave me alone , I donât need you anyway #bigslime ð ",Potential Suicide post ,iâ much happier amp better without weak fake lames ð leave alone donâ need anyway bigslime ð
462,@JennW Thank you!,Not Suicide post,thank
463,"@adoredesalon WHAT? You so need to put that on the site. You know, cause us bloggers LOVE free wifi!! Awesome.",Not Suicide post,need put site know cause us bloggers love free wifi awesome
464,"@NanaRaine i imagine it would be, not exactly close",Not Suicide post,imagine would exactly close
465,@bobbyllew That could have been embarrassing! At least you remembered this time today and not this time tomorrow! Small mercies!,Not Suicide post,could embarrassing least remembered time today time tomorrow small mercies
466,RT @LSUBonnette: Had a feeling it was going to be a great day got to meet John Stockton before the game,Not Suicide post,rt feeling going great day got meet john stockton game
467,@Shesouldeep yup me too,Not Suicide post,yup
468,@kissability I'm actually listening to Chopin in the dark right now,Not Suicide post,actually listening chopin dark right
469,"Whenever I have dreams of my mom lately, itâs as if sheâs still alive and that she never went away ð³ but then againâ¦ https://t.co/fgV1SvUvkO",Potential Suicide post ,whenever dreams mom lately itâ sheâ still alive never went away ð ³ againâ
470,RT @AprilMaeJackson: R.I.P @xxxtentacion I didnât know much about you but you helped out in hard times you didnât deserve to die at such aâ¦,Potential Suicide post ,rt r p didnâ know much helped hard times didnâ deserve die aâ
471,i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,Potential Suicide post ,hate feelings point think clinging onto life waiting right set circumstances let go feelings keep holding back hate hate feel hate every one theres something comforting idea nonexistence something comforting idea nothing long
472,sorry people who arent toxic and wanted be friends.,Potential Suicide post ,sorry people arent toxic wanted friends
473,"@Sassy1inVegas NP? Lol. hhmm will Danny and Jordan join in? Danny maybe Jordan, me hopes not.",Not Suicide post,np lol hhmm danny jordan join danny maybe jordan hopes
474,codeine ativan sleep meds alcohol tell me why i shouldnt i am hopeless i m ready to give up,Potential Suicide post ,codeine ativan sleep meds alcohol tell shouldnt hopeless ready give
475,i am going to kill myself this weekend i dont see any reason to stay alive nothing has changed enough to make me want to stay i was raped as a kid and now all i am to people is a sex object good bye everyone ,Potential Suicide post ,going kill weekend dont see reason stay alive nothing changed enough make want stay raped kid people sex object good bye everyone
476,got a crush,Not Suicide post,got crush
477,"RT @rcromwell4: If people don't want you dead, can you even claim to really be alive?",Potential Suicide post ,rt people want dead even claim really alive
478,i want to be a businessman in futer,Not Suicide post,want businessman futer
479,"mafumafu: ""OH SH IT oH G OD"" *scrambles to get everything he didn't pack*â¦",Potential Suicide post ,mafumafu oh sh oh g od scrambles get everything pack â
480,"@pjgariel Yeah, still chilly here too but s'posed to return to normal temps this week. Gonna spend some time with the girls this week!",Not Suicide post,yeah still chilly posed return normal temps week gonna spend time girls week
481,Tuesday in the great metropolis of Hanover... what could be better,Not Suicide post,tuesday great metropolis hanover could better
482,Long. Live. Life,Not Suicide post,long live life
483,RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,Not Suicide post,rt know think sad cowboys play today day team lose occasion worth celebrate
484,@annaarco I gained weight I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,Not Suicide post,gained weight one people everybody hates loose weight cake cookies diet
485,@earsn my baby is tired now.,Not Suicide post,baby tired
486,@aussie_ali @heidiheartshugs toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not Suicide post,toothpaste use whitening stuff bleach burn layer skin
487,"@aylush firstly, thank you secondly, is the kite runner historically off?",Not Suicide post,firstly thank secondly kite runner historically
488,THIS SUCKS MAN I REALLY DON'T KNOW WHAT I AM ABOUT TO DO ANYMORE RASH DECISIONS AFTER RASH DECISION. NO CONTROL OVEâ¦ https://t.co/sqvNu2Rxs6,Potential Suicide post ,sucks man really know anymore rash decisions rash decision control oveâ
489,i am just a mess i ran out of meds and i havent had the strength or energy to go refill them i went to class today and ended up sitting on a sidewalk ugly crying and making people think i am a fucking headcase all i do is sleep and i never feel rested i m alone in a new town and i have no friends and all i want is someone to sit with me and talk a while i am hanging in there because i brought my cats here to this strange place and i cant just leave them to think theyve been abandoned i just took a three hour nap and all i got was a headache and still tired i have no clean laundry my room is a clusterfuck i havent combed my hair in days or eaten and instead of doing things that need donei amlying here trying to avoid intrusive self harm thoughtsi amlazy and awful and i cant get myself to stop it,Potential Suicide post ,mess ran meds havent strength energy go refill went class today ended sitting sidewalk ugly crying making people think fucking headcase sleep never feel rested alone new town friends want someone sit talk hanging brought cats strange place cant leave think theyve abandoned took three hour nap got headache still tired clean laundry room clusterfuck havent combed hair days eaten instead things need donei amlying trying avoid intrusive self harm thoughtsi amlazy awful cant get stop
490,"Coming home stoked bears this afternoon with mikeyj, Alton towers tomorrow.",Not Suicide post,coming home stoked bears afternoon mikeyj alton towers tomorrow
491,I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data ð­ð­ð­,Potential Suicide post ,streamed two episodes riverdale hate damn much data ð ð ð
492,@tweetie well that's impressive. Both spot 25 AND spot 26 http://twitpic.com/2yabd,Not Suicide post,well impressive spot 25 spot 26
493,iâm so tired of living,Potential Suicide post ,iâ tired living
494,Now I gotta go into the bank tomorrow and see what the fuck is going on. I had problems about 3 weeks ago with a biâ¦ https://t.co/I0WIPHXt5u,Potential Suicide post ,gotta go bank tomorrow see fuck going problems 3 weeks ago biâ
495,"@therealnph yeah, cool bookshelves I've got the one with the various books that are pinned to the wall",Not Suicide post,yeah cool bookshelves got one various books pinned wall
496,#cflsc1 enough of the shameless book plug,Not Suicide post,cflsc1 enough shameless book plug
497,,Potential Suicide post ,
498,why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post ,get attached easily one thing hate end worst enemy damn time
499,"@betchbelleza,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post ,rt dont want anymore
500,"thanks to @Posh_Totty cant wait to get home from work tonight, for some reason",Not Suicide post,thanks cant wait get home work tonight reason
501,Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not Suicide post,bad habits difficult identify work life careerinspiration careergrowth habits
502,nearly holidays on the other hand.... camping D: D: D:,Not Suicide post,nearly holidays hand camping
503,In tired of everything. Cant wait to die.,Potential Suicide post ,tired everything cant wait die
504,health anxiety prompting some bad thoughts in my head i have been struggling for 2 months now with some health issues as a 26 year old male my pessimistic nature just makes me think about the worst my hands and feet are currently tingling and burning i just keep picturing myself on a wheelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a sudden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time ,Potential Suicide post ,health anxiety prompting bad thoughts head struggling 2 months health issues 26 year old male pessimistic nature makes think worst hands feet currently tingling burning keep picturing wheelchair burden family girlfriend suicide thoughts come mind prefer put sudden end everything instead deteriorating day day losing motor cognitive functions life already hard health failing first time
505,DANIEL WON!,Potential Suicide post ,daniel
506,@brightlydusted a friend i knew online from last night finally added me up on his messenger.,Not Suicide post,friend knew online last night finally added messenger
507,"@btchtits,Leven, Scotland,dont want to be here anymore",Potential Suicide post ,leven scotland dont want anymore
508,@agpublic have you seen this link? Me thinks you might like it http://bit.ly/Mr2jY,Not Suicide post,seen link thinks might like
509,There was a young man who got tired of staying in this world. They called this the living world but he does not feeâ¦ https://t.co/oGrCQipO0Z,Potential Suicide post ,young man got tired staying world called living world feeâ
510,patient: i hate myself and i want to die,Potential Suicide post ,patient hate want die
511,@davethackeray LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,Not Suicide post,lol saw hahaha fun day exploration experimentation
512,@michaelgrainger @Scyranth *gigglessssssss* Ya'll are awesomesauce,Not Suicide post,gigglessssssss ya awesomesauce
513,CUT MY WRIST AND BLACK MY EYES,Potential Suicide post ,cut wrist black eyes
514,"RT @rikis_e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeLâ¦",Potential Suicide post ,rt since talking abt hey uhh remember yanderedev said intellectually disabled people deserve die played rapelâ
515,"I never knew that my grandfather ð´ð¾ death was so hard on my mother like it is on me, I guess maybe I thought she waâ¦ https://t.co/WYgCqINw4O",Potential Suicide post ,never knew grandfather ð ð ¾ death hard mother like guess maybe thought waâ
516,"RT @mjs03093641: TWEETS  are the real life,  awkward conversation starters between strangers.",Potential Suicide post ,rt tweets real life awkward conversation starters strangers
517,"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not Suicide post,eating ed waffle icecream cream n chocolate sauce omgosh amazing
518,"wow, im sooo sad i had everything planned out on when i was going to leave home &amp; go to college in denver... and yoâ¦ https://t.co/rXS5MlxBqf",Potential Suicide post ,wow im sooo sad everything planned going leave home amp go college denver yoâ
519,@snigdha are you expecting?,Not Suicide post,expecting
520,how many times do i have to be in this position for my fucking mother to realise that if i stay here iâll either kiâ¦ https://t.co/lBQ8hoeHC2,Potential Suicide post ,many times position fucking mother realise stay iâ either kiâ
521,wanted to kill him.,Not Suicide post,wanted kill
522,"@zephrode @julouille3 Comme je le dis si bien ""let me hate myself god fucking damn it""",Potential Suicide post ,comme je le dis si bien let hate god fucking damn
523,"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post,hello people facebook like way spamming newsfeeds twitter
524,"@bcuban @Popehat Not a lawyer, but I was diagnosed with depression when I was 12-13. My brother swore up and down tâ¦ https://t.co/eMWrR6PBWh",Potential Suicide post ,lawyer diagnosed depression 12 13 brother swore tâ
525,Getting blown out by the worst team in the league while they wearing these is whatâs gonna be in my suicide note https://t.co/pFrF1Iol4a,Potential Suicide post ,getting blown worst team league wearing whatâ gonna suicide note
526,maybe i think i deserve to die,Potential Suicide post ,maybe think deserve die
527,i m not good at pretending that i am ok so i look like shit i dont smile i still have acne i am 19 i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to school so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted look and some of them just tell me that i m ugly or that i look like a fucking methhead i m so fucking depressed for many other reasons but i think this is the worst one i also have social anxiety so i dont have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarrassing i have already attempted suicide last month and i still feel like shit,Potential Suicide post ,good pretending ok look like shit dont smile still acne 19 black circles eyes pale skin cuz never leave house go school people stare every day point laugh give disgusted look tell ugly look like fucking methhead fucking depressed many reasons think worst one also social anxiety dont friends never gf try talk someone turn red embarrassing already attempted suicide last month still feel like shit
528,If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/6xpv0nBVua,Potential Suicide post ,tired living 1st 15th need immediately like regular deodoraâ
529,I want you to come home right after school.,Not Suicide post,want come home right school
530,"@hellomonette,buk - cdo,i dont want to be here anymore",Potential Suicide post ,buk cdo dont want anymore
531,RT @EekrawK: This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict oâ¦,Not Suicide post,rt sister law sana left right nice hire family members create conflict oâ
532,in debt i will kill myself on thursday i am going to stab myself in the stomach or take a lot of pills i m not sure which to do yet sorry for spelling and grammar i am sure nobody here cares anyways ,Potential Suicide post ,debt kill thursday going stab stomach take lot pills sure yet sorry spelling grammar sure nobody cares anyways
533,@whiskymac1746 Afternoon to you too,Not Suicide post,afternoon
534,Today i almost kill myself because I almost hit by a car.,Not Suicide post,today almost kill almost hit car
535,It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,Not Suicide post,always great hear actors directed trying encourage join twitter
536,@ShannonRenee,Not Suicide post,
537,I want to go park.,Not Suicide post,want go park
538,Last few hour in England...,Not Suicide post,last hour england
539,"@mcherrywv pleasant is right thank u V8 ppl, ur the best!!!",Not Suicide post,pleasant right thank u v8 ppl ur best
540,how many people does he wanna rip it out of really,Not Suicide post,many people wanna rip really
541,I LOVE sleeping until I'm FINISHED!,Not Suicide post,love sleeping finished
542,"@spindlestudios Why, yes, she is the exceptionally talented goose that works for you! And, Brioso, well, you just wouldn't understand.",Not Suicide post,yes exceptionally talented goose works brioso well understand
543,everyone follow kade,Not Suicide post,everyone follow kade
544,"@GlamLifeGuru Omg!!!! Theres fires and craziness goin on and you cant go home cause of it, and people are seriouslyâ¦ https://t.co/TFVjk6d2m7",Potential Suicide post ,omg theres fires craziness goin cant go home cause people seriouslyâ
545,@olimould Lewis,Not Suicide post,lewis
546,honestly i'm so tired of everything and myself can i just die already,Potential Suicide post ,honestly tired everything die already
547,"@luvmandy384 I am now, by .. um.. 2 WOOOO!",Not Suicide post,um 2 woooo
548,Females will be fucked up in the head and blame a nigga for them being fucked up...yâall gotta take accountabilityâ¦ https://t.co/7JIY10zPEG,Potential Suicide post ,females fucked head blame nigga fucked yâ gotta take accountabilityâ
549,i wanna fucking die im so tired of feeling pain constantly GOD i need to be left alone and cry and wallow in my misery until i feel better,Potential Suicide post ,wanna fucking die im tired feeling pain constantly god need left alone cry wallow misery feel better
550,i dont tell people how i feel because i am pretty sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to sleep and never wake up no one would every truly miss me,Potential Suicide post ,dont tell people feel pretty sure nobody cares even writing brings anxiety know interact people wish could cry sleep never wake one would every truly miss
551,"Now playing J. Gardna ft 2 Pistols, Tone Trump &amp; Drop - Die Alone (Remix) (Dirty) on Street Style Radio",Potential Suicide post ,playing j gardna ft 2 pistols tone trump amp drop die alone remix dirty street style radio
552,Bed time!,Not Suicide post,bed time
553,"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen@gmail.com",Not Suicide post,boring easter send note msn love chat people msn ninaalbertsen com
554,"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.â¦ https://t.co/eZRhCl3IWc",Potential Suicide post ,know absolutely power yet whole thing dead forgotten â
555,RT @normanilovato97: why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post ,rt everyday hate life really feel im destined miserable forever
556,daycare is so damn expensive. and the only reason why im getting a discount is because the owner knows my aunt. butâ¦ https://t.co/6Ml25B4CYE,Potential Suicide post ,daycare damn expensive reason im getting discount owner knows aunt butâ
557,Isn't it sad that after seeing a firetruck in front of a building my first thought was to look up in case someone wâ¦ https://t.co/Ro8dAw5j0N,Potential Suicide post ,sad seeing firetruck front building first thought look case someone wâ
558,hahaha how is everyone?,Not Suicide post,hahaha everyone
559,Just woke up ...Good morning everyonee!,Not Suicide post,woke good morning everyonee
560,i can t do this anymore i have no hope i m a senior in college and i just want to die i don t fit in and i feel like no one cares about me everyday i wake up and i try to tell myself that today is a new day but it doesn t work i hate everything about myself and i feel so alone i have no one i don t care how i look and i don t even want to get up in the mornings i just want to end it all end all the suffering and the pain i just want to feel nothing for my anxiety and depression to leave me alone i don t know where to turn but i just can t keep doing this anymore ,Potential Suicide post ,anymore hope senior college want die fit feel like one cares everyday wake try tell today new day work hate everything feel alone one care look even want get mornings want end end suffering pain want feel nothing anxiety depression leave alone know turn keep anymore
561,@gilloux I hope you're planning a kennel launch party,Not Suicide post,hope planning kennel launch party
562,"@TylersDunflower,Trench,I'm not feeling happy",Potential Suicide post ,trench feeling happy
563,Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Potential Suicide post ,living hardcore empath hard tired nice putting emotional labor undeserving
564,@Allanahk but 26 characters? Yr last tweet wouldn't have made the cut...,Not Suicide post,26 characters yr last tweet made cut
565,"@TheLoneDude1,United States,Why is everything so cancerous now. Like I cant even remember anymore if all this corporate crap has always been here or not but it's freaking stupid. I just want to watch a youtube video, I dont want to be force-fed a stupid product every time i go online like its cable TV.",Potential Suicide post ,united states everything cancerous like cant even remember anymore corporate crap always freaking stupid want watch youtube video dont want force fed stupid product every time go online like cable tv
566,please forgive me i tried to get help i dont know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me off i cant help who i am and i have tried to get help i have a plan and in a few weeks i will no longer be a part of this world,Potential Suicide post ,please forgive tried get help dont know else say tired burden everyone else tired everyone writing cant help tried get help plan weeks longer part world
567,i feel like my time is coming soon like i m running out of time i ve had enough and i m ready to call it quits i ve attempted before but this time i can t afford to fail i have many different pills and other ways i can end it i just need to figure out the best time when maybe tonight maybe tomorrow who knows,Potential Suicide post ,feel like time coming soon like running time enough ready call quits attempted time afford fail many different pills ways end need figure best time maybe tonight maybe tomorrow knows
568,i dont know anymore these 4 words make my life a living hell no matter who i say it to in the sudden absence of happiness i know only sadness i have nothing to look forward to because i have fucked my chances up at even having something decent no job no girlfriend and absolutely nothing to motivate me at this point i dont even know why i am still alive it pains me that i am alive,Potential Suicide post ,dont know anymore 4 words make life living hell matter say sudden absence happiness know sadness nothing look forward fucked chances even something decent job girlfriend absolutely nothing motivate point dont even know still alive pains alive
569,Had a nice lunch time for some work now.,Not Suicide post,nice lunch time work
570,@Fran6 thx,Not Suicide post,thx
571,"I work with a lot of Russians in the SoCal office and they look completely miserable. Whenever I see them,â¦ https://t.co/f3hfTkoc4E",Potential Suicide post ,work lot russians socal office look completely miserable whenever see â
572,"Hello, world!!! Tis my first tweet",Not Suicide post,hello world tis first tweet
573,@Pete_Brown That's In-and-Out,Not Suicide post,
574,she want to kill him.,Not Suicide post,want kill
575,"""Suicide has now become my new world and I am desperately searching for answers. Because to those that knew him besâ¦ https://t.co/l2nYZIdS7k",Potential Suicide post ,suicide become new world desperately searching answers knew besâ
576,"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me",Not Suicide post,anyone great success stories twitter would love hear story dm
577,Is awesome i do believe you're all jealous. But i sorta dont wanna go to dancing tonight. Someone else drive me?,Not Suicide post,awesome believe jealous sorta dont wanna go dancing tonight someone else drive
578,@sixers got the best team in the east. @warriors vs @sixers in the chip.,Not Suicide post,got best team east vs chip
579,is watching some of his old stuff on Youtube... ahhh the memories,Not Suicide post,watching old stuff youtube ahhh memories
580,"I know I canât get all the things i want in life, but when does it get to feel like at least fixing my mouth to sayâ¦ https://t.co/teGorYjZWQ",Potential Suicide post ,know canâ get things want life get feel like least fixing mouth sayâ
581,"@slydevil damn right!, kinda hate myself for not having the system to lay it on... being poor sucks",Potential Suicide post ,damn right kinda hate system lay poor sucks
582,in curand voi fi pe .ro thx to blogway si CNSC,Not Suicide post,curand voi fi pe ro thx blogway si cnsc
583,"@edwinksl Stanford Summit 2008 short video http://www.youtube.com/watch?v=YAxcVIJu-XQ . Remebering magical, funtastic,roller coaster ride",Not Suicide post,stanford summit 2008 short video remebering magical funtastic roller coaster ride
584,When I was in middle school I wanted to be emo don't judge,Potential Suicide post ,middle school wanted emo judge
585,happy birthday!,Not Suicide post,happy birthday
586,Oh my god if that Jim Acosta did to that woman was fucking abuse WHAT DO YOU THINK TRUMP HAS DONE TO FUCKING WOMENâ¦ https://t.co/U1eFGgIyuy,Potential Suicide post ,oh god jim acosta woman fucking abuse think trump done fucking womenâ
587,i am newly married and my husband is wonderful i love him so much we are very much in love so why am i suicidal i honestly cant figure it out 9 days out of 10 i am absolutely fine happy positive excited about life then it hits me depression crippling anxiety suicidal thoughts i cut i cry i crumble on days like this i cant believe that anyone cares at all about me except my husband then i feel like i dont deserve him and sometimes push him away whats wrong with me what should i do i just cant shake the thought that everyone would be better off without me especially my husband,Potential Suicide post ,newly married husband wonderful love much much love suicidal honestly cant figure 9 days 10 absolutely fine happy positive excited life hits depression crippling anxiety suicidal thoughts cut cry crumble days like cant believe anyone cares except husband feel like dont deserve sometimes push away whats wrong cant shake thought everyone would better without especially husband
588,@khalidh nothing before BlogWorld Expo on the schedule at this stage - have netbook will travel tho',Not Suicide post,nothing blogworld expo schedule stage netbook travel tho
589,thanks #Aylesbury #Audi for very quick service in fitting shiny new number plates,Not Suicide post,thanks aylesbury audi quick service fitting shiny new number plates
590,i feel like no one cares i just want to die maybe then i d feel less lonely,Potential Suicide post ,feel like one cares want die maybe feel less lonely
591,"Today, one year ago, I lost a neighbour, and friend, to #suicide. So here is a quote that got me through my worst tâ¦ https://t.co/a83mtDdWsA",Potential Suicide post ,today one year ago lost neighbour friend suicide quote got worst tâ
592,HootSuite monetizing Twitter - shurely shum mishtake? http://ow.ly/2g0Y,Not Suicide post,hootsuite monetizing twitter shurely shum mishtake
593,"I feel sorry for my 64 followers, cause my posts probably take up their entire page",Not Suicide post,feel sorry 64 followers cause posts probably take entire page
594,@TinaCook Morning Tina - the fact is we'll do something with it. Wouldn't it be great if it was something BIG?,Not Suicide post,morning tina fact something great something big
595,"Wow! Just back from my longest ever non stop run, 14 miles. Now I truly know what sore legs feel like! delighted tho",Not Suicide post,wow back longest ever non stop run 14 miles truly know sore legs feel like delighted tho
596,"@JasonStatham1 Greetings Jason. So far, Twitter's great today. Thanks for taking a moment for us. Enjoy your swim. Hugs, Angel",Not Suicide post,greetings jason far twitter great today thanks taking moment us enjoy swim hugs angel
597,But his blood runs through my instrument and his song is iâ¦ https://t.co/vKSEal470M,Potential Suicide post ,blood runs instrument song iâ
598,@mikeyway Liking it,Not Suicide post,liking
599,Tired of living this life,Potential Suicide post ,tired living life
600,She want to be a doctor,Not Suicide post,want doctor
601,"Good morning, @mirandaanzures .... Only about eight hours until Noodles.... The only positive thing I can think of right now",Not Suicide post,good morning eight hours noodles positive thing think right
602,It's going to be a beautiful day--I am going to have a new granddaughter!,Not Suicide post,going beautiful day going new granddaughter
603,you guys are mean I would never wake up my friends,Potential Suicide post ,guys mean would never wake friends
604,"Mesh mohm, i just wanted you to know that youâre the softest person came to my miserable life â Oh this is sweet",Potential Suicide post ,mesh mohm wanted know youâ softest person came miserable life â oh sweet
605,DISAPPEARING WHEN YOU WAKE UP BUT THERES NOTHING TO BE AFRAID OF EVEN WHEN THE NIGHT CHANGES IT WILL NEVER CHANGE ME AND YOU,Potential Suicide post ,disappearing wake theres nothing afraid even night changes never change
606,So tired of living with these niggas.. only 2 1/2 months to go,Potential Suicide post ,tired living niggas 2 1 2 months go
607,"@vespertitties,,god kill me literally just. fuckin hang me stab me burn me alive",Potential Suicide post ,god kill literally fuckin hang stab burn alive
608,@tommcfly hot chocolate xx,Not Suicide post,hot chocolate xx
609,What a great feeling and never gave up well done @67Shakey @BeWiser kept a cool head all weekend. #age is nothing https://t.co/GDFHwwsk2s,Not Suicide post,great feeling never gave well done kept cool head weekend age nothing
610,@aprilmcvey whyy dont you update somemore mom! HAVE A BLESSED DAY!,Not Suicide post,whyy dont update somemore mom blessed day
611,cheated on my gf drunk and now i wanna kill myself didnt know what i was doing was shitfaced drunk an d now i am all alone with no gf and my friends hate me for cheating i dont want to feel pain anymore ,Potential Suicide post ,cheated gf drunk wanna kill didnt know shitfaced drunk alone gf friends hate cheating dont want feel pain anymore
612,"Having someone want your love, your passion, your heart and your soul... To return it all in kind measure... This is the greatest gift of all.",Not Suicide post,someone want love passion heart soul return kind measure greatest gift
613,"@mint69 yo mate it is working! like a charm, be prepared to tweet my feed! some interesting people to follow too if you can find them",Not Suicide post,yo mate working like charm prepared tweet feed interesting people follow find
614,RT @BreakfastNews: âRegional Australia would be Siberia without the ABCâ,Not Suicide post,rt â regional australia would siberia without abcâ
615,Who the fuck looses their damn keys? I hate myself ð¤¦ð¼ââï¸,Potential Suicide post ,fuck looses damn keys hate ð ð ¼â â ï
616,i wanna die pls i'm tired of everything,Potential Suicide post ,wanna die pls tired everything
617,@DonalMacIntyre ello you were fab on DOI im going to the tour tmwr cant wait!! xxx,Not Suicide post,ello fab doi im going tour tmwr cant wait xxx
618,@DanceMassTV Thanks! It's just what I think.,Not Suicide post,thanks think
619,@alonpeer 10x man any tips or ideas?,Not Suicide post,10x man tips ideas
620,i want to be a engineer.,Not Suicide post,want engineer
621,"I want to be out in the sun, walking down a beach, with Joey",Not Suicide post,want sun walking beach joey
622,i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him ,Potential Suicide post ,sexually harassed crush feel like place world long time half year touching crush interested without consent work alongside part tight group friends see every day every single time try touch stare sometimes even take pictures recently realized implications done hurting feel like betrayed something completely values want change know amafraid lose live cant get stop touching
623,I hate when I have to rate my group members because Iâll ALWAYS rate them higher than Iâd rate myself knowing damnâ¦ https://t.co/bFUvC55DTT,Potential Suicide post ,hate rate group members iâ always rate higher iâ rate knowing damnâ
624,Havenât watched WWE since Extreme Rules. I will now begin last nightâs Monday Night Raw. This is my suicide note.,Potential Suicide post ,havenâ watched wwe since extreme rules begin last nightâ monday night raw suicide note
625,@wookim and the consensus was... ?,Not Suicide post,consensus
626,@xdcd What are you saying about yourself,Not Suicide post,saying
627,RT @voidpaola: LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKâ¦,Potential Suicide post ,rt lololololol hate trust people ugly pictures break trust like lol damn ok likâ
